Total,Year,residence,region,wealth_q,eth_hoh,elderly_hoh,sex_hoh,Svy_Completed,mother_edu,bw_less_25,bw_equal_25,bw_available,low_bw,iron_supp,WMWEIGHT
Total,2000,Rural,Central,Poorest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poorest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,0.8928571428571428,0,1.190537894277256
Total,2000,Rural,Central,Poorest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,0.0,0.0,1,0.8928571428571428,0,1.190537894277256
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,0.0,0.0,1,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Higher,0.0,0.0,1,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poor,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Middle,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Rich,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Secondary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poor,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Secondary,,,0,80.55555555555556,100,1.190537894277256
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: YES,Male,Completed,Mother Edu: Higher,0.0,0.0,1,0.8928571428571428,100,1.190537894277256
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Secondary,0.0,0.0,1,7.563025210084033,100,1.190537894277256
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Secondary,,,0,7.563025210084033,100,1.190537894277256
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: YES,Male,Completed,Mother Edu: Secondary,1.0,0.0,1,80.55555555555556,0,1.190537894277256
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,100,1.190537894277256
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poorest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: YES,Male,Completed,Mother Edu: Secondary,0.0,0.0,1,7.563025210084033,100,1.190537894277256
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Secondary,0.0,1.0,1,7.563025210084033,100,1.190537894277256
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,0.0,0.0,1,0.8928571428571428,0,1.190537894277256
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,80.55555555555556,0,1.190537894277256
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poorest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,80.55555555555556,0,1.190537894277256
Total,2000,Rural,Central,Poorest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poorest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,0.0,0.0,1,0.8928571428571428,0,1.190537894277256
Total,2000,Rural,Central,Poorest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poorest,Lao-Tai,Elderly HoH: YES,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poorest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poorest,Hmong-Mien,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poorest,Hmong-Mien,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poorest,Hmong-Mien,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poorest,Hmong-Mien,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poorest,Hmong-Mien,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: YES,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,0.0,0.0,1,7.563025210084033,100,1.190537894277256
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,0.0,0.0,1,7.563025210084033,100,1.190537894277256
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,0.0,0.0,1,7.563025210084033,100,1.190537894277256
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Female,Completed,Mother Edu: Secondary,0.0,0.0,1,7.563025210084033,100,1.190537894277256
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Secondary,,,0,0.8928571428571428,100,1.190537894277256
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,80.55555555555556,0,1.190537894277256
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: YES,Male,Completed,Mother Edu: Secondary,,,0,0.8928571428571428,0,1.190537894277256
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Secondary,,,0,80.55555555555556,0,1.190537894277256
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,0.0,0.0,1,7.563025210084033,100,1.190537894277256
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Higher,0.0,1.0,1,7.563025210084033,100,1.190537894277256
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: YES,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Rich,Hmong-Mien,Elderly HoH: NO,Female,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poorest,Hmong-Mien,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poorest,Hmong-Mien,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,100,1.190537894277256
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,0.8928571428571428,0,1.190537894277256
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: YES,Female,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Secondary,,,0,0.0,0,1.190537894277256
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: YES,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,80.55555555555556,0,1.190537894277256
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Female,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poor,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Rich,Mon-Khmer,Elderly HoH: YES,Female,Completed,Mother Edu: None/ECE,0.0,0.0,1,7.563025210084033,100,1.190537894277256
Total,2000,Rural,Central,Rich,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Richest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,80.55555555555556,0,1.190537894277256
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Rich,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: YES,Male,Completed,Mother Edu: Secondary,0.0,0.0,1,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poorest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: YES,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,100,1.190537894277256
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Higher,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Secondary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: YES,Male,Completed,Mother Edu: None/ECE,,,0,80.55555555555556,0,1.190537894277256
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,0.0,0.0,1,7.563025210084033,100,1.190537894277256
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Higher,0.0,0.0,1,7.563025210084033,100,1.190537894277256
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: YES,Female,Completed,Mother Edu: Primary,,,0,0.0,100,1.190537894277256
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Female,Completed,Mother Edu: Higher,0.0,0.0,1,7.563025210084033,0,1.190537894277256
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Female,Completed,Mother Edu: Higher,,,0,0.0,0,1.190537894277256
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Female,Completed,Mother Edu: Primary,0.0,0.0,1,7.563025210084033,0,1.190537894277256
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Female,Completed,Mother Edu: Secondary,0.0,0.0,1,0.8928571428571428,100,1.190537894277256
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Secondary,1.0,0.0,1,80.55555555555556,100,1.190537894277256
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,0.0,0.0,1,0.8928571428571428,100,1.190537894277256
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: YES,Male,Completed,Mother Edu: Secondary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Female,Completed,Mother Edu: None/ECE,0.0,0.0,1,0.0,100,1.190537894277256
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Female,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: YES,Male,Completed,Mother Edu: Primary,,,0,80.55555555555556,0,1.190537894277256
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Female,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,100,1.190537894277256
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,100,1.190537894277256
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Female,Completed,Mother Edu: Secondary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Higher,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: YES,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: YES,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,0.0,0.0,1,0.0,0,1.190537894277256
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Secondary,0.0,0.0,1,0.8928571428571428,100,1.190537894277256
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Higher,0.0,0.0,1,7.563025210084033,0,1.190537894277256
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,0.0,1.0,1,7.563025210084033,0,1.190537894277256
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,0.0,0.0,1,7.563025210084033,100,1.190537894277256
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Higher,0.0,1.0,1,7.563025210084033,0,1.190537894277256
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Higher,0.0,0.0,1,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Secondary,,,0,7.563025210084033,100,1.190537894277256
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: YES,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Richest,Lao-Tai,,,Completed,Mother Edu: Secondary,,,0,7.563025210084033,100,1.190537894277256
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: YES,Male,Completed,Mother Edu: Secondary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Urban,Central,Poorest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Urban,Central,Middle,Lao-Tai,,,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Female,Completed,Mother Edu: Secondary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: YES,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poorest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poor,Mon-Khmer,Elderly HoH: YES,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poor,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Middle,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,80.55555555555556,0,1.190537894277256
Total,2000,Rural,Central,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poor,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,80.55555555555556,0,1.190537894277256
Total,2000,Urban,Central,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,0.0,0.0,1,7.563025210084033,0,1.190537894277256
Total,2000,Urban,Central,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Secondary,0.0,0.0,1,7.563025210084033,0,1.190537894277256
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Higher,0.0,0.0,1,7.563025210084033,100,1.190537894277256
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Secondary,0.0,1.0,1,7.563025210084033,0,1.190537894277256
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Secondary,0.0,0.0,1,7.563025210084033,100,1.190537894277256
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: YES,Male,Completed,Mother Edu: Primary,0.0,0.0,1,7.563025210084033,100,1.190537894277256
Total,2000,Rural,Central,Rich,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Middle,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Richest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Richest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Secondary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Richest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Rich,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Rich,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,80.55555555555556,0,1.190537894277256
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,1.190537894277256
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,100,1.190537894277256
