Total,Year,residence,region,wealth_q,eth_hoh,elderly_hoh,sex_hoh,sex_ch,mother_edu,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,ch_age_cat_6_59,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,grains,legumes,dairy,flesh,eggs,vitaminA,other,mdd_ch,formula_times,other_milk_times,yogurt_times,solid_semi_soft_times,mmf_bf_68,mmf_bf_923,solid_semi_soft_milk_times,mmf_nbf_623,mmf_ch,mad_bf_623,milk_feeds_2,mad_nbf_623,mad_ch,stunting_ch,wasting_ch,overweight_ch,chweight
Total,2017,Rural,South,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,1.073329062626934
Total,2017,Rural,South,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,100,0,0,,,0,0,0,100,0,0,0,,,,,7.0,0,0,100,0,,0,0,0,,0.0,0.0,0.0,1.073329062626934
Total,2017,Rural,South,Poor,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,1.073329062626934
Total,2017,Rural,South,Poor,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,0,,100.0,0,100,0,100,100,100,100,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0,100.0,100.0,0.0,1.073329062626934
Total,2017,Rural,South,Poor,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,1.073329062626934
Total,2017,Rural,South,Poor,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,100,0,0,0,0,0,100,100,0,0.0,,0,0,0,0,0,100,0,,,,,3.0,0,0,0,0,,0,0,0,,100.0,100.0,0.0,1.073329062626934
Total,2017,Rural,South,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,0,,100.0,100,0,0,100,0,0,0,0.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0,0.0,100.0,0.0,1.073329062626934
Total,2017,Rural,South,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,0,,,100,0,100,0,100,0,100,,,7.0,,7.0,0,0,100,0,,0,100,0,,0.0,0.0,0.0,1.073329062626934
Total,2017,Rural,South,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,0,0,0,,0.0,100,0,100,0,100,0,0,0.0,,4.0,,7.0,0,0,100,100,100.0,0,100,0,0.0,0.0,0.0,0.0,1.073329062626934
Total,2017,Rural,South,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,1.073329062626934
Total,2017,Rural,South,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.073329062626934
Total,2017,Rural,South,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,0,,,0,0,0,0,0,0,0,,,,,3.0,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.073329062626934
Total,2017,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,100,0,100,100,100,0,0,,,100,0,100,0,0,100,0,0.0,3.0,,,3.0,0,100,100,0,100.0,0,100,0,0.0,0.0,0.0,0.0,1.073329062626934
Total,2017,Rural,South,Poor,Lao-Tai,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Primary,0,100,0,0,100,100,100,0,0,,,100,0,0,100,0,0,0,0.0,,,,7.0,100,0,100,0,100.0,0,0,0,0.0,0.0,0.0,0.0,1.073329062626934
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.1357366425940683
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,100,0,0,,,100,100,0,100,100,100,0,,,,,1.0,0,0,0,0,,0,0,0,,100.0,100.0,0.0,1.1357366425940683
Total,2017,Rural,South,Poorest,"Other, DK, Missing",Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,0,,,100,0,100,100,0,0,0,,,3.0,,4.0,0,0,100,0,,0,100,0,,0.0,0.0,0.0,1.1357366425940683
Total,2017,Rural,South,Poor,"Other, DK, Missing",Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,0,,,100,0,0,100,0,0,0,,,,,4.0,0,0,100,0,,0,0,0,,0.0,0.0,0.0,1.1357366425940683
Total,2017,Rural,South,Poor,Mon-Khmer,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.1357366425940683
Total,2017,Rural,South,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,0,,,100,0,0,100,100,100,100,,,,,2.0,0,0,0,0,,0,0,0,,100.0,100.0,0.0,1.1357366425940683
Total,2017,Rural,South,Middle,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.1357366425940683
Total,2017,Rural,South,Middle,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,1.1357366425940683
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,100.0,0.0,1.1357366425940683
Total,2017,Rural,South,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,100,0,0,0,0,0,100,0,0,0.0,,100,0,0,0,0,0,0,,,,,7.0,0,0,100,0,,0,0,0,,0.0,0.0,0.0,1.0337629203569048
Total,2017,Rural,South,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,1.0337629203569048
Total,2017,Rural,South,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,0,0,0,,0.0,100,100,0,100,0,0,0,0.0,,,,7.0,0,0,100,100,100.0,0,0,0,0.0,0.0,0.0,0.0,1.0337629203569048
Total,2017,Rural,South,Middle,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.0337629203569048
Total,2017,Rural,South,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,100,0,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.0337629203569048
Total,2017,Rural,South,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,0,100,100,100,0,0,,,100,0,0,100,100,0,0,0.0,,,,7.0,0,100,100,0,100.0,0,0,0,0.0,0.0,0.0,0.0,1.0337629203569048
Total,2017,Rural,South,Poorest,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.0337629203569048
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.0337629203569048
Total,2017,Rural,South,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.0337629203569048
Total,2017,Rural,South,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,1.0337629203569048
Total,2017,Rural,South,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,0,100,100,100,0,0,,,100,0,0,100,100,100,0,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0,100.0,0.0,0.0,1.0337629203569048
Total,2017,Rural,South,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,100.0,1.0337629203569048
Total,2017,Rural,South,Poor,Mon-Khmer,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.0337629203569048
Total,2017,Rural,South,Poor,Mon-Khmer,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.0337629203569048
Total,2017,Rural,South,Poor,Mon-Khmer,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,0,100,100,0,0,0,,,100,0,100,100,0,0,0,0.0,,1.0,,1.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0337629203569048
Total,2017,Rural,South,Middle,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,0,100,0,0,100,100,100,100,100,,,0,0,0,0,0,0,0,0.0,,,,,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0337629203569048
Total,2017,Rural,South,Middle,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,0,100,0,0,100,100,100,0,0,,,100,0,0,100,0,0,0,0.0,,,,7.0,100,0,100,0,100.0,0,0,0,0.0,0.0,0.0,0.0,1.0337629203569048
Total,2017,Rural,South,Poor,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,100,0,0,,,100,0,0,100,0,0,0,,,,,7.0,0,0,100,0,,0,0,0,,100.0,0.0,0.0,1.0337629203569048
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,0,100,100,100,0,0,,,100,0,0,100,0,100,100,100.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0337629203569048
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,100,0,0,100,100,100,0,0,,,100,0,0,100,0,100,0,0.0,,,,1.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0337629203569048
Total,2017,Rural,South,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,0,,100.0,100,0,0,100,0,0,0,0.0,,,,4.0,0,100,100,0,100.0,0,0,0,0.0,100.0,,,1.0337629203569048
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,100.0,0.0,0.6102790850977243
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,0,100,100,100,0,0,,,100,0,0,100,0,0,0,0.0,,,,7.0,0,100,100,0,100.0,0,0,0,0.0,0.0,100.0,0.0,0.6102790850977243
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,0.6102790850977243
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,0,100,100,100,0,0,,,100,0,0,0,0,0,0,0.0,,,,7.0,0,100,100,0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.6102790850977243
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,0,,,100,0,0,100,0,0,100,,,,,5.0,0,0,100,0,,0,0,0,,0.0,0.0,0.0,0.6102790850977243
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,0,,100.0,100,0,0,0,0,0,100,0.0,,,,7.0,0,100,100,0,100.0,0,0,0,0.0,100.0,0.0,0.0,0.6102790850977243
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,0.6102790850977243
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,0.6102790850977243
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,100,0,0,,,100,0,0,100,0,100,0,,,,,2.0,0,0,0,0,,0,0,0,,100.0,0.0,0.0,0.6102790850977243
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,0,100,100,100,0,0,,,100,0,100,100,0,100,100,100.0,2.0,2.0,,3.0,0,100,100,0,100.0,100,100,0,100.0,100.0,0.0,0.0,0.6102790850977243
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,0,100,100,100,0,0,,,100,100,0,100,100,100,100,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0,0.0,,,0.6102790850977243
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,0,,100.0,100,0,0,100,100,100,100,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0,100.0,0.0,0.0,0.6102790850977243
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,100.0,0.0,0.6102790850977243
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,0.6102790850977243
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,100,0,0,100,100,100,0,0,,,100,0,0,0,0,0,0,0.0,,,,7.0,100,0,100,0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.6102790850977243
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,100,0,0,100,100,100,0,0,,,100,0,0,0,0,0,0,0.0,,,,4.0,100,0,100,0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.6102790850977243
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,0,,100.0,100,0,0,0,0,0,100,0.0,,,,7.0,0,100,100,0,100.0,0,0,0,0.0,100.0,0.0,0.0,0.6102790850977243
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,0,,,100,0,100,100,100,100,100,,,,2.0,2.0,0,0,100,0,,0,100,0,,0.0,0.0,0.0,0.6102790850977243
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,0,100,0,100,0.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,0.6102790850977243
Total,2017,Rural,South,Poor,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,0.6102790850977243
Total,2017,Rural,South,Poor,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,100,0,0,,100.0,100,0,100,100,100,100,100,100.0,,2.0,,2.0,0,0,100,0,0.0,0,100,0,0.0,0.0,0.0,0.0,0.6102790850977243
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,0,100,100,100,0,0,,,100,100,0,100,100,100,100,100.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.6102790850977243
Total,2017,Rural,South,Poor,Mon-Khmer,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,0.6102790850977243
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,100,0,0,,100.0,100,0,100,100,0,100,100,100.0,,2.0,,3.0,0,100,100,0,100.0,100,100,0,100.0,0.0,0.0,0.0,1.1225813919076506
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,0,,,100,0,100,100,100,100,100,,,3.0,,3.0,0,0,100,0,,0,100,0,,0.0,0.0,0.0,1.1225813919076506
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,0,,100.0,100,0,0,100,0,0,100,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0,100.0,0.0,0.0,1.1225813919076506
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,0,,100.0,100,0,100,100,0,100,0,100.0,,3.0,,3.0,0,100,100,0,100.0,100,100,0,100.0,0.0,0.0,0.0,1.1225813919076506
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.1225813919076506
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,0,,100.0,100,0,0,100,0,100,100,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0,,0.0,0.0,1.1225813919076506
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,100,0,0,,100.0,100,0,0,0,0,0,100,0.0,,,,7.0,0,100,100,0,100.0,0,0,0,0.0,100.0,0.0,0.0,1.1225813919076506
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.1225813919076506
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,0,,100.0,100,0,0,0,0,0,0,0.0,,,,7.0,0,100,100,0,100.0,0,0,0,0.0,0.0,0.0,0.0,1.1225813919076506
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,0,,,100,0,0,0,0,0,0,,,,,4.0,0,0,100,0,,0,0,0,,0.0,0.0,0.0,1.1225813919076506
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,0,100,100,100,0,0,,,100,0,0,0,0,0,0,0.0,,,,7.0,0,100,100,0,100.0,0,0,0,0.0,0.0,0.0,0.0,1.1225813919076506
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,0,100,100,100,0,0,,,100,0,0,0,0,0,0,0.0,,,,7.0,0,100,100,0,100.0,0,0,0,0.0,0.0,0.0,0.0,1.1225813919076506
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,100,0,0,,,0,0,0,100,0,0,0,,,,,2.0,0,0,0,0,,0,0,0,,,0.0,0.0,1.1225813919076506
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,1.1225813919076506
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,100.0,0.0,1.1225813919076506
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,0,,100.0,100,0,0,0,0,0,0,0.0,,,,7.0,0,100,100,0,100.0,0,0,0,0.0,100.0,0.0,0.0,1.1225813919076506
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,0,,100.0,100,0,0,0,100,0,0,0.0,,,,7.0,0,100,100,0,100.0,0,0,0,0.0,100.0,0.0,0.0,1.1225813919076506
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,100,0,0,0,0,0,100,0,0,0.0,,100,0,0,100,0,100,100,,,,,3.0,0,0,0,0,,0,0,0,,0.0,,,1.1225813919076506
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,0,,100.0,100,0,0,100,100,100,0,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0,0.0,0.0,0.0,1.1225813919076506
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,100,0,0,,100.0,100,0,100,100,0,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0,0.0,0.0,0.0,1.1225813919076506
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,100.0,0.0,1.1225813919076506
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,100.0,0.0,1.1225813919076506
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,100.0,0.0,1.1225813919076506
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,0,,100.0,100,0,0,100,0,100,100,100.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0,100.0,100.0,0.0,1.1225813919076506
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,0.9822587179191942
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,0,,,100,0,0,100,0,0,0,,,,,3.0,0,0,0,0,,0,0,0,,100.0,0.0,0.0,0.9822587179191942
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,100,0,0,100,100,100,100,100,,,0,0,0,0,0,0,0,0.0,,,,,0,0,0,0,0.0,0,0,0,0.0,100.0,0.0,0.0,0.9822587179191942
Total,2017,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,0,,,100,0,0,100,0,0,0,,,,,4.0,0,0,100,0,,0,0,0,,,0.0,0.0,0.9822587179191942
