Total,Year,residence,region,wealth_q,eth_hoh,elderly_hoh,sex_hoh,sex_ch,mother_edu,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,ch_age_cat_6_59,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,WAZ_WHO,HAZ_WHO,WHZ_WHO,Flag_WHO,FLAG_HAZ,FLAG_WHZ,stunting_ch,wasting_ch,overweight_ch,CHWEIGHT
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,0,100,0,100,0.0,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,0,100,0,100,0.0,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,100,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,100,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,100,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,0,100,0,0,0.0,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,0,100,100,100,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,-2.2,-2.256,-1.301,,No error,No error,100.0,0.0,0.0,0.9113130998554774
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,0,100,100,100,0,100,,,-3.169,-0.011,-4.304,,No error,No error,0.0,100.0,0.0,0.9113130998554774
Total,2000,Urban,South,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,100,,0.0,,,,"WAZ, HAZ, WHZ",Error flag,Error flag,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,0,,,-0.842,-0.349,-1.008,,No error,No error,0.0,0.0,0.0,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,-2.974,-2.032,-2.484,,No error,No error,100.0,100.0,0.0,0.9113130998554774
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Higher,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,100,0,0,0,0,0,0,0,100,0.0,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,0,100,100,0,0,0,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,100,0,0,100,100,100,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Higher,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,0,100,100,100,0,0,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,100,0,0,0,0,0,100,0,100,0.0,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Poor,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,100,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,-2.464,-3.823,-0.685,,No error,No error,100.0,0.0,0.0,0.9113130998554774
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,0,100,0,100,0.0,,1.793,0.183,2.232,,No error,No error,0.0,0.0,100.0,0.9113130998554774
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,100,0,100,,100.0,-1.679,-0.974,-1.678,,No error,No error,0.0,0.0,0.0,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,-10.09,-2.683,-13.04,"WAZ, WHZ",No error,Error flag,100.0,,,0.9113130998554774
Total,2000,Urban,South,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,0,100,100,100,0,100,,,-1.608,-0.628,-1.746,,No error,No error,0.0,0.0,0.0,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,0,100,100,100,0,100,,,-4.812,-2.102,-5.407,WHZ,No error,Error flag,100.0,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,100,,0.0,-1.779,-2.215,-0.985,,No error,No error,100.0,0.0,0.0,0.9113130998554774
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,-1.418,-1.169,-1.121,,No error,No error,0.0,0.0,0.0,0.9113130998554774
Total,2000,Urban,South,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,0,100,100,100,0,100,,,-0.217,-1.514,0.719,,No error,No error,0.0,0.0,0.0,0.9113130998554774
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,100,0,0,0,0,0,100,0,100,0.0,,-0.445,-1.28,0.717,,No error,No error,0.0,0.0,0.0,0.9113130998554774
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,0.504,3.305,-1.946,,No error,No error,0.0,0.0,0.0,0.9113130998554774
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,100,0,100,,100.0,-3.039,-2.415,-2.622,,No error,No error,100.0,100.0,0.0,0.9113130998554774
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,100,0,100,,100.0,-1.992,-1.255,-1.936,,No error,No error,0.0,0.0,0.0,0.9113130998554774
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,100,0,0,0,0,0,100,0,100,0.0,,0.159,-1.157,1.491,,No error,No error,0.0,0.0,0.0,0.9113130998554774
Total,2000,Urban,South,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,0,0,100,,0.0,-3.138,-2.924,-2.323,,No error,No error,100.0,100.0,0.0,0.9113130998554774
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,100,0,0,0,0,0,100,0,0,0.0,,-1.559,-0.852,-1.374,,No error,No error,0.0,0.0,0.0,0.9113130998554774
Total,2000,Urban,South,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,-1.216,-1.56,-0.398,,No error,No error,0.0,0.0,0.0,0.9113130998554774
Total,2000,Urban,South,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,-0.819,-2.288,0.666,,No error,No error,100.0,0.0,0.0,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,-0.673,-1.031,-0.048,,No error,No error,0.0,0.0,0.0,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,-2.402,-3.208,-0.968,,No error,No error,100.0,0.0,0.0,0.9113130998554774
Total,2000,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,100,0,0,100,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Rural,South,Middle,Lao-Tai,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,0,100,100,100,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Rural,South,Richest,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,0,100,100,100,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Rural,South,Rich,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Rural,South,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Rural,South,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,100,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Rural,South,Rich,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,0,100,100,,0.0,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Rural,South,Rich,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,100,0,0,0,0,0,100,0,100,0.0,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,100,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Rural,South,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,0,100,100,100,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Rural,South,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Rural,South,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,0,100,100,100,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,100,0,0,0,0,0,100,0,100,0.0,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,0,100,100,100,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,0,100,0,0,0.0,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,0,100,100,100,0,0,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,0,100,0,0,100,100,100,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,0,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,0,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,0.9113130998554774
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,-2.749,-2.643,-1.633,,No error,No error,100.0,0.0,0.0,0.9113130998554774
Total,2000,Urban,South,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,100,,0.0,1.591,1.226,1.464,,No error,No error,0.0,0.0,0.0,0.9113130998554774
