Total,Year,residence,region,wealth_q,eth_hoh,elderly_hoh,sex_hoh,mother_edu,bw_less_25,bw_equal_25,bw_available,low_bw,iron_supp,wmweight,anc_3_components,inst_delivery,early_bf,anc_4_visits,caesarean_del,health_check_after_birth,pnc_2_days,pnc_health_provider,pnc_mother
Total,2017,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,8.02927927927928,0.0,0.8006444604339309,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,8.02927927927928,0.0,0.8006444604339309,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,8.02927927927928,0.0,0.8006444604339309,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,8.02927927927928,0.0,0.906514802309492,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,8.02927927927928,0.0,0.906514802309492,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,8.02927927927928,0.0,0.906514802309492,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,1.0,0.0,1,8.02927927927928,100.0,0.906514802309492,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,8.02927927927928,0.0,0.906514802309492,0.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Middle,Lao-Tai,Elderly HoH: YES,Male,Mother Edu: Primary,0.0,1.0,1,75.81967213114754,0.0,0.906514802309492,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Female,Mother Edu: Primary,0.0,0.0,1,8.02927927927928,100.0,0.906514802309492,100.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0
Total,2017,Urban,Central,Richest,Lao-Tai,Elderly HoH: YES,Male,Mother Edu: Primary,0.0,0.0,1,8.02927927927928,0.0,0.5679151499893257,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,8.02927927927928,100.0,0.5679151499893257,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,Mother Edu: None/ECE,0.0,0.0,1,8.02927927927928,0.0,1.0725323412939554,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Middle,Hmong-Mien,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,8.02927927927928,0.0,1.0725323412939554,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,100.0,0.0,1.0725323412939554,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,8.02927927927928,100.0,0.7905734609316172,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Urban,Central,Rich,Hmong-Mien,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,8.02927927927928,0.0,0.7905734609316172,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Urban,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,8.02927927927928,100.0,0.7905734609316172,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Urban,Central,Middle,Hmong-Mien,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,8.02927927927928,0.0,0.7905734609316172,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Urban,Central,Middle,Hmong-Mien,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,8.02927927927928,0.0,0.7905734609316172,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,75.81967213114754,0.0,0.8393853214226694,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Higher,0.0,0.0,1,8.02927927927928,0.0,0.8393853214226694,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0
Total,2017,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,8.02927927927928,0.0,0.8393853214226694,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Higher,0.0,0.0,1,1.079136690647482,0.0,0.8393853214226694,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,8.02927927927928,0.0,0.8393853214226694,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Urban,Central,Rich,Hmong-Mien,Elderly HoH: NO,Male,Mother Edu: None/ECE,0.0,0.0,1,8.02927927927928,0.0,0.8393853214226694,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,75.81967213114754,0.0,0.4288412281479893,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,8.02927927927928,100.0,0.4288412281479893,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,,,0,8.02927927927928,0.0,0.4288412281479893,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Middle,Hmong-Mien,Elderly HoH: NO,Male,Mother Edu: None/ECE,0.0,0.0,1,8.02927927927928,0.0,0.4288412281479893,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,1.079136690647482,0.0,0.2507611285475398,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,8.02927927927928,100.0,0.2507611285475398,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,8.02927927927928,0.0,0.2502013938856034,100.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Rich,Lao-Tai,Elderly HoH: YES,Male,Mother Edu: Primary,0.0,0.0,1,8.02927927927928,0.0,0.2502013938856034,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,8.02927927927928,100.0,0.2502013938856034,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,1.0,1,8.02927927927928,100.0,0.2502013938856034,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Middle,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,8.02927927927928,0.0,0.2502013938856034,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Poor,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,1.079136690647482,0.0,0.2502013938856034,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Middle,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,8.02927927927928,0.0,0.2502013938856034,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Middle,Mon-Khmer,Elderly HoH: YES,Male,Mother Edu: Secondary,0.0,0.0,1,8.02927927927928,0.0,1.4292496153200749,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Rich,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,1.079136690647482,0.0,1.4292496153200749,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Middle,Mon-Khmer,Elderly HoH: NO,Female,Mother Edu: Primary,1.0,0.0,1,75.81967213114754,0.0,1.4292496153200749,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,8.02927927927928,0.0,1.4292496153200749,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Urban,Central,Poor,Hmong-Mien,Elderly HoH: YES,Male,Mother Edu: Primary,0.0,0.0,1,8.02927927927928,100.0,0.4684825951597949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Higher,1.0,0.0,1,8.02927927927928,0.0,0.4684825951597949,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Urban,Central,Rich,Lao-Tai,Elderly HoH: YES,Male,Mother Edu: Secondary,0.0,0.0,1,8.02927927927928,0.0,0.4684825951597949,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Poor,Lao-Tai,Elderly HoH: YES,Male,Mother Edu: Primary,,,0,8.02927927927928,0.0,0.8114639801695246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,1.079136690647482,0.0,0.8114639801695246,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,8.02927927927928,100.0,0.8114639801695246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Middle,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,8.02927927927928,0.0,0.8308574589408717,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,8.02927927927928,0.0,0.8308574589408717,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Rich,Mon-Khmer,Elderly HoH: NO,Female,Mother Edu: Primary,0.0,0.0,1,8.02927927927928,0.0,0.8308574589408717,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Richest,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,1.079136690647482,0.0,0.8308574589408717,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Middle,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,8.02927927927928,0.0,0.8308574589408717,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,75.81967213114754,0.0,0.8308574589408717,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Female,Mother Edu: None/ECE,,,0,25.0,0.0,0.7116839648301606,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Female,Mother Edu: Secondary,0.0,0.0,1,8.02927927927928,0.0,0.7116839648301606,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Female,Mother Edu: Higher,0.0,0.0,1,8.02927927927928,0.0,0.7116839648301606,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0
Total,2017,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,1.079136690647482,0.0,0.7116839648301606,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Poorest,Hmong-Mien,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,8.02927927927928,0.0,0.7797189789975773,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Poorest,Hmong-Mien,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,8.02927927927928,0.0,0.7797189789975773,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Poorest,Hmong-Mien,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,8.02927927927928,0.0,0.7797189789975773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,8.02927927927928,100.0,0.7797189789975773,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Poorest,Hmong-Mien,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,8.02927927927928,0.0,0.7797189789975773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Female,Mother Edu: None/ECE,,,0,8.02927927927928,0.0,0.7797189789975773,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Poorest,Hmong-Mien,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,75.81967213114754,0.0,0.7797189789975773,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Middle,Hmong-Mien,Elderly HoH: NO,Male,Mother Edu: None/ECE,0.0,0.0,1,8.02927927927928,0.0,0.7797189789975773,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,1.079136690647482,0.0,0.54298565999191,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Urban,Central,Middle,Lao-Tai,Elderly HoH: YES,Male,Mother Edu: Primary,0.0,0.0,1,8.02927927927928,0.0,0.5909204584421763,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Urban,Central,Richest,Lao-Tai,Elderly HoH: YES,Male,Mother Edu: Secondary,0.0,0.0,1,8.02927927927928,100.0,0.5909204584421763,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Female,Mother Edu: Primary,0.0,1.0,1,1.079136690647482,0.0,0.5909204584421763,0.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Poorest,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,8.02927927927928,100.0,0.931275925031046,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,75.81967213114754,0.0,0.931275925031046,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Poor,Lao-Tai,Elderly HoH: YES,Male,Mother Edu: None/ECE,,,0,1.079136690647482,0.0,0.931275925031046,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,8.02927927927928,0.0,0.8421593583823567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Poorest,"Other, DK, Missing",Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,75.81967213114754,0.0,0.8421593583823567,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0
Total,2017,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,8.02927927927928,0.0,0.8421593583823567,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Middle,Lao-Tai,Elderly HoH: YES,Male,Mother Edu: Primary,,,0,8.02927927927928,100.0,0.8421593583823567,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Female,Mother Edu: Secondary,1.0,0.0,1,75.81967213114754,0.0,0.8421593583823567,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: None/ECE,0.0,0.0,1,8.02927927927928,0.0,0.9054907588240884,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,1.0,0.0,1,75.81967213114754,0.0,0.9054907588240884,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,1.079136690647482,0.0,0.9054907588240884,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,8.02927927927928,0.0,0.9054907588240884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Poorest,Hmong-Mien,Elderly HoH: NO,Male,Mother Edu: None/ECE,0.0,0.0,1,1.079136690647482,0.0,0.9054907588240884,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,Mother Edu: Secondary,,,0,75.81967213114754,0.0,0.9054907588240884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,8.02927927927928,0.0,0.9054907588240884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,Mother Edu: Secondary,,,0,8.02927927927928,0.0,0.9054907588240884,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,1.079136690647482,0.0,0.9054907588240884,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,1.079136690647482,0.0,0.9054907588240884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,8.02927927927928,0.0,0.9054907588240884,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,8.02927927927928,0.0,0.9054907588240884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,75.81967213114754,0.0,0.9054907588240884,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,75.81967213114754,100.0,0.9054907588240884,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,8.02927927927928,0.0,0.9444728066196668,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: None/ECE,0.0,0.0,1,75.81967213114754,0.0,0.9444728066196668,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,8.02927927927928,0.0,0.9018753692244278,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,8.02927927927928,0.0,0.9018753692244278,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0
Total,2017,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Female,Mother Edu: Secondary,0.0,0.0,1,8.02927927927928,0.0,0.9018753692244278,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Rich,"Other, DK, Missing",Elderly HoH: NO,Female,Mother Edu: Secondary,0.0,0.0,1,8.02927927927928,0.0,0.9018753692244278,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Higher,0.0,0.0,1,8.02927927927928,0.0,0.8807089064773238,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Higher,0.0,0.0,1,8.02927927927928,0.0,0.8807089064773238,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Rich,"Other, DK, Missing",Elderly HoH: YES,Male,Mother Edu: Secondary,0.0,1.0,1,75.81967213114754,0.0,0.8807089064773238,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,8.02927927927928,0.0,0.8807089064773238,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,Mother Edu: None/ECE,0.0,0.0,1,8.02927927927928,0.0,0.868916468687987,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Middle,Hmong-Mien,Elderly HoH: YES,Male,Mother Edu: Primary,,,0,8.02927927927928,0.0,0.868916468687987,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,8.02927927927928,0.0,0.868916468687987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,8.02927927927928,0.0,0.868916468687987,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Female,Mother Edu: Primary,0.0,0.0,1,8.02927927927928,0.0,0.868916468687987,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Poor,Lao-Tai,Elderly HoH: YES,Male,Mother Edu: Primary,,,0,8.02927927927928,0.0,0.868916468687987,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,8.02927927927928,0.0,0.9371884769420432,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,8.02927927927928,0.0,0.9371884769420432,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Female,Mother Edu: Secondary,0.0,0.0,1,8.02927927927928,100.0,0.9371884769420432,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Poor,Lao-Tai,Elderly HoH: YES,Male,Mother Edu: Primary,0.0,0.0,1,8.02927927927928,0.0,0.9371884769420432,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Richest,Lao-Tai,Elderly HoH: YES,Male,Mother Edu: Secondary,1.0,0.0,1,100.0,0.0,1.112760097552243,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,75.81967213114754,0.0,1.112760097552243,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2017,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,1.079136690647482,0.0,1.112760097552243,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,8.02927927927928,0.0,1.112760097552243,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,1.079136690647482,0.0,1.112760097552243,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2017,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Female,Mother Edu: Secondary,0.0,0.0,1,8.02927927927928,100.0,0.7870742153418303,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
